id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;desc_nomof;geojson
1080;4111;MONROE;1302;1400;1301;1399;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44874,-34.55165],[-58.44985,-34.55232]]]}"
1085;4111;MONROE;0;0;0;0;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44985,-34.55232],[-58.44991,-34.55235]]]}"
1107;6025;FIGUEROA ALCORTA, PRES. AV.;6502;6600;6501;6599;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43593,-34.55255],[-58.43674,-34.55161]]]}"
1132;19093;RUIZ HUIDOBRO AV.;4202;4300;0;0;;AVENIDA;corr.alt.8-1-03;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48991,-34.55273],[-58.4893,-34.55237]]]}"
1141;3156;CONGRESO;1802;1900;1801;1899;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45741,-34.5528],[-58.45728,-34.55273],[-58.45649,-34.55233]]]}"
1151;19093;RUIZ HUIDOBRO AV.;0;0;0;0;;AVENIDA;no corresponde altura 8-1-03;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49018,-34.55288],[-58.48991,-34.55273]]]}"
1153;3156;CONGRESO;0;0;0;0;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45759,-34.5529],[-58.45741,-34.5528]]]}"
1156;4111;MONROE;1402;1500;1401;1499;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44991,-34.55235],[-58.45086,-34.55291]]]}"
1176;16002;VUELTA DE OBLIGADO;3002;3100;3001;3099;OBLIGADO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46364,-34.55306],[-58.4642,-34.55229]]]}"
1190;16025;11 DE SEPTIEMBRE DE 1888;2702;2800;2701;2799;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45649,-34.55233],[-58.45578,-34.55323]]]}"
3260;13099;MOLDES;1102;1150;1101;1149;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45159,-34.57042],[-58.45119,-34.57064]]]}"
1206;19093;RUIZ HUIDOBRO AV.;4302;4400;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49111,-34.55337],[-58.49018,-34.55288]]]}"
1239;4111;MONROE;1502;1600;1501;1599;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45091,-34.55294],[-58.45212,-34.55366]]]}"
1261;19093;RUIZ HUIDOBRO AV.;4402;4500;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49203,-34.55386],[-58.49185,-34.55377],[-58.49111,-34.55337]]]}"
1263;3156;CONGRESO;2002;2100;2001;2099;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45947,-34.55388],[-58.45875,-34.5535],[-58.45853,-34.55339]]]}"
1280;18005;QUESADA;2302;2352;2315;2343;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46226,-34.55381],[-58.46268,-34.55403]]]}"
1281;16002;VUELTA DE OBLIGADO;2902;3000;2901;2999;OBLIGADO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46268,-34.55403],[-58.46348,-34.55297]]]}"
1287;16025;11 DE SEPTIEMBRE DE 1888;2602;2700;2601;2699;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45578,-34.55323],[-58.45504,-34.55409]]]}"
1315;4111;MONROE;1602;1700;1601;1699;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45212,-34.55366],[-58.45327,-34.55434]]]}"
1319;19093;RUIZ HUIDOBRO AV.;4502;4600;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49296,-34.55434],[-58.49203,-34.55386]]]}"
1321;3156;CONGRESO;2102;2200;2101;2199;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46041,-34.55437],[-58.45947,-34.55388]]]}"
1367;19093;RUIZ HUIDOBRO AV.;4602;4700;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49388,-34.55483],[-58.49296,-34.55434]]]}"
1369;3156;CONGRESO;2202;2300;2201;2299;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46135,-34.55486],[-58.46041,-34.55437]]]}"
1370;16002;VUELTA DE OBLIGADO;2802;2900;2801;2899;OBLIGADO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46135,-34.55486],[-58.46226,-34.55381]]]}"
1395;16025;11 DE SEPTIEMBRE DE 1888;2502;2600;2501;2599;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45504,-34.55409],[-58.45437,-34.55487],[-58.4543,-34.55495]]]}"
1410;19093;RUIZ HUIDOBRO AV.;4702;4710;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49421,-34.55507],[-58.49412,-34.555],[-58.49388,-34.55483]]]}"
1446;4053;BALBIN, RICARDO, DR. AV.;0;0;4401;4449;SAN ISIDRO-DEL TEJAR;AVENIDA;corrección numeración 28-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49488,-34.5552],[-58.49505,-34.55525],[-58.49528,-34.5553],[-58.49549,-34.55531],[-58.49568,-34.5553]]]}"
1459;16025;11 DE SEPTIEMBRE DE 1888;2452;2500;2451;2499;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4543,-34.55495],[-58.45392,-34.5554]]]}"
1468;3156;CONGRESO;2302;2400;2301;2399;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46253,-34.55548],[-58.46135,-34.55486]]]}"
1487;19093;RUIZ HUIDOBRO AV.;4712;4800;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49471,-34.55541],[-58.49438,-34.55519],[-58.49421,-34.55507]]]}"
1499;19093;RUIZ HUIDOBRO AV.;4852;4900;4851;4899;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49557,-34.55575],[-58.4952,-34.55567]]]}"
1500;19093;RUIZ HUIDOBRO AV.;0;0;0;0;;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49596,-34.5557],[-58.49557,-34.55575]]]}"
1517;16025;11 DE SEPTIEMBRE DE 1888;2402;2450;2401;2449;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45392,-34.5554],[-58.45349,-34.55589]]]}"
1604;17155;GOYENECHE, ROBERTO PARQUE AV.;3802;3900;3801;3899;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48738,-34.55663],[-58.48792,-34.55586]]]}"
1655;16015;OLAZABAL;1802;1820;1777;1799;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4528,-34.55689],[-58.45308,-34.55705]]]}"
1666;6025;FIGUEROA ALCORTA, PRES. AV.;6002;6400;6001;6399;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano izquierda;Vereda;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42998,-34.55721],[-58.4302,-34.55703],[-58.43204,-34.55557],[-58.43412,-34.55395]]]}"
1690;17155;GOYENECHE, ROBERTO PARQUE AV.;3702;3800;3701;3799;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48684,-34.55742],[-58.48738,-34.55663]]]}"
1728;16025;11 DE SEPTIEMBRE DE 1888;2202;2300;2201;2299;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.452,-34.55781],[-58.4528,-34.55689]]]}"
1744;17155;GOYENECHE, ROBERTO PARQUE AV.;3652;3700;3651;3699;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48646,-34.55796],[-58.48684,-34.55742]]]}"
1774;2137;BELLO, ANDRES;0;0;0;0;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43539,-34.55527],[-58.4353,-34.55525],[-58.43522,-34.55523],[-58.43513,-34.55522],[-58.43505,-34.55521],[-58.43496,-34.55521],[-58.43487,-34.5552],[-58.43479,-34.5552],[-58.4347,-34.55521],[-58.43461,-34.55521],[-58.43453,-34.55522],[-58.43444,-34.55523],[-58.43437,-34.55524],[-58.43431,-34.55526],[-58.43425,-34.55529],[-58.43421,-34.55534],[-58.43405,-34.55551],[-58.43401,-34.55556],[-58.43396,-34.55561],[-58.43392,-34.55566],[-58.43387,-34.5557],[-58.43382,-34.55574],[-58.43376,-34.55578],[-58.43333,-34.55609],[-58.43305,-34.5563],[-58.433,-34.55634],[-58.43296,-34.55639],[-58.43292,-34.55644],[-58.43288,-34.55649],[-58.43286,-34.55655],[-58.43269,-34.55699],[-58.43267,-34.55704],[-58.43264,-34.5571],[-58.4326,-34.55715],[-58.43256,-34.5572],[-58.43251,-34.55725],[-58.4323,-34.55738],[-58.43212,-34.55748],[-58.43199,-34.55757],[-58.43186,-34.55769],[-58.43162,-34.55793],[-58.43157,-34.55796],[-58.43153,-34.558],[-58.43148,-34.55804],[-58.43143,-34.55807],[-58.43138,-34.5581],[-58.43133,-34.55813],[-58.43126,-34.55817],[-58.4312,-34.5582],[-58.43112,-34.55826]]]}"
1808;17155;GOYENECHE, ROBERTO PARQUE AV.;3602;3650;3601;3649;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48609,-34.55851],[-58.48646,-34.55796]]]}"
1823;16025;11 DE SEPTIEMBRE DE 1888;2102;2200;2101;2199;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45115,-34.55879],[-58.452,-34.55781]]]}"
2919;7033;GARCIA, TEODORO;2202;2300;2201;2299;ESTECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44374,-34.56742],[-58.44428,-34.56803],[-58.44444,-34.5682]]]}"
1824;21057;TRIUNVIRATO AV.;6452;6590;6451;6589;;AVENIDA;corr.8-1-03;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49631,-34.55616],[-58.49634,-34.55618],[-58.49654,-34.55632],[-58.4967,-34.55645],[-58.4968,-34.55658],[-58.49686,-34.55677],[-58.49684,-34.55692],[-58.49676,-34.55711],[-58.49663,-34.55729],[-58.49607,-34.55803],[-58.49599,-34.55821],[-58.4959,-34.55842],[-58.49588,-34.5586],[-58.49585,-34.55879]]]}"
1870;6025;FIGUEROA ALCORTA, PRES. AV.;5702;6000;5701;5999;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano izquierda;Vereda;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42748,-34.55918],[-58.42785,-34.55889],[-58.42977,-34.55737],[-58.42998,-34.55721]]]}"
1879;6025;FIGUEROA ALCORTA, PRES. AV.;0;0;0;0;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42735,-34.55928],[-58.42748,-34.55918]]]}"
2299;17155;GOYENECHE, ROBERTO PARQUE AV.;3202;3300;3201;3299;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48272,-34.5632],[-58.48283,-34.56305],[-58.48347,-34.56221]]]}"
1938;17155;GOYENECHE, ROBERTO PARQUE AV.;3502;3600;3501;3599;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48517,-34.55987],[-58.48525,-34.55975],[-58.48586,-34.55883],[-58.48609,-34.55851]]]}"
2529;8018;HOLMBERG;2902;3000;2901;2999;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4806,-34.56514],[-58.48084,-34.56486]]]}"
2541;20116;STORNI ALFONSINA;3702;3750;3701;3749;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.5028,-34.56528],[-58.50291,-34.56475]]]}"
2603;20116;STORNI ALFONSINA;3652;3700;3651;3699;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50269,-34.56579],[-58.5028,-34.56528]]]}"
2607;7033;GARCIA, TEODORO;1902;2000;1901;1999;ESTECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44127,-34.56461],[-58.44235,-34.56584]]]}"
1955;2137;BELLO, ANDRES;0;0;0;0;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43112,-34.55826],[-58.43095,-34.55827],[-58.43078,-34.55827],[-58.4307,-34.55828],[-58.43062,-34.55829],[-58.43057,-34.55829],[-58.43051,-34.55829],[-58.43045,-34.55829],[-58.43037,-34.55827],[-58.4303,-34.55826],[-58.43022,-34.55824],[-58.43016,-34.55823],[-58.43008,-34.55822],[-58.43002,-34.5582],[-58.42996,-34.5582],[-58.4299,-34.55819],[-58.42982,-34.55819],[-58.42975,-34.55819],[-58.42968,-34.55819],[-58.42963,-34.5582],[-58.42957,-34.55822],[-58.42951,-34.55824],[-58.42946,-34.55827],[-58.42941,-34.5583],[-58.42937,-34.55834],[-58.42934,-34.55838],[-58.42932,-34.55843],[-58.42931,-34.55848],[-58.42929,-34.55854],[-58.42928,-34.55859],[-58.42928,-34.55865],[-58.42927,-34.55871],[-58.42926,-34.55876],[-58.42924,-34.55882],[-58.42922,-34.55887],[-58.4292,-34.55892],[-58.42916,-34.559],[-58.42913,-34.55906],[-58.4291,-34.55911],[-58.42902,-34.55926],[-58.42896,-34.55937],[-58.42893,-34.55941],[-58.4289,-34.55946],[-58.42881,-34.55956],[-58.42873,-34.55965],[-58.42868,-34.55969],[-58.42862,-34.55973],[-58.42856,-34.55977],[-58.42849,-34.55981],[-58.42843,-34.55984],[-58.42836,-34.55987],[-58.42829,-34.5599],[-58.42822,-34.55992],[-58.42815,-34.55994],[-58.42808,-34.55996],[-58.428,-34.55998]]]}"
2064;17155;GOYENECHE, ROBERTO PARQUE AV.;3402;3500;3401;3499;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4842,-34.56125],[-58.48517,-34.55987]]]}"
2115;21057;TRIUNVIRATO AV.;6102;6450;6101;6449;;AVENIDA;corr,nombre 8-1-03;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49585,-34.55879],[-58.49584,-34.5591],[-58.49589,-34.55935],[-58.49624,-34.56157],[-58.49627,-34.56174]]]}"
2120;17155;GOYENECHE, ROBERTO PARQUE AV.;3352;3400;3351;3399;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48382,-34.56175],[-58.4842,-34.56125]]]}"
2151;6025;FIGUEROA ALCORTA, PRES. AV.;5402;5700;5401;5699;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4239,-34.56202],[-58.42707,-34.55951],[-58.42735,-34.55928]]]}"
2160;1047;ALSINA, VALENTIN AV.;0;0;0;0;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43129,-34.56162],[-58.43177,-34.5616],[-58.43245,-34.56162],[-58.43325,-34.5617],[-58.43413,-34.56188],[-58.43486,-34.56209]]]}"
2181;17155;GOYENECHE, ROBERTO PARQUE AV.;3302;3350;3301;3349;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48347,-34.56221],[-58.48382,-34.56175]]]}"
2183;26006;YRURTIA, ROGELIO;5652;5700;5651;5699;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50266,-34.56221],[-58.50281,-34.56184],[-58.503,-34.56148]]]}"
2196;12107;DEL LIBERTADOR AV.;0;0;5301;5399;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4413,-34.56223],[-58.44193,-34.56209],[-58.44241,-34.56197]]]}"
2271;17053;PELLEGRINI, CARLOS E.;5602;5670;5601;5669;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50078,-34.56252],[-58.50181,-34.56302]]]}"
2275;7033;GARCIA, TEODORO;1602;1700;1601;1699;ESTECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43962,-34.56278],[-58.43985,-34.56304]]]}"
2307;17053;PELLEGRINI, CARLOS E.;5672;5700;5671;5699;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50181,-34.56302],[-58.50225,-34.56323],[-58.5024,-34.5633]]]}"
2308;26006;YRURTIA, ROGELIO;5702;5800;5701;5799;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.5024,-34.5633],[-58.50245,-34.56305],[-58.50249,-34.56284],[-58.50254,-34.56264],[-58.5026,-34.56243],[-58.50266,-34.56221]]]}"
2327;21057;TRIUNVIRATO AV.;5902;6100;5901;6099;;AVENIDA;corr.nombre  8-1-03;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49627,-34.56174],[-58.49637,-34.56202],[-58.49652,-34.56228],[-58.49666,-34.56251],[-58.49675,-34.5627],[-58.49678,-34.56291],[-58.49677,-34.56316],[-58.49673,-34.56333],[-58.49659,-34.56354]]]}"
2372;7033;GARCIA, TEODORO;1702;1800;1701;1799;ESTECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43985,-34.56304],[-58.4406,-34.5639]]]}"
2396;26006;YRURTIA, ROGELIO;6032;6100;6031;6099;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50495,-34.56351],[-58.50473,-34.56363],[-58.50438,-34.56387],[-58.50417,-34.564],[-58.50402,-34.56409]]]}"
2405;17155;GOYENECHE, ROBERTO PARQUE AV.;3102;3200;3101;3199;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.482,-34.56416],[-58.48272,-34.5632]]]}"
2410;19028;LARRALDE, CRISOLOGO AV.;5402;5500;5401;5499;REPUBLIQUETAS;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49659,-34.56354],[-58.49682,-34.56365],[-58.49786,-34.56415],[-58.49799,-34.56421]]]}"
2420;26006;YRURTIA, ROGELIO;6002;6030;6001;6029;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50402,-34.56409],[-58.50387,-34.56417],[-58.50382,-34.5642],[-58.50377,-34.56422],[-58.50371,-34.56424],[-58.50366,-34.56426],[-58.50352,-34.56428],[-58.50344,-34.56429]]]}"
2458;7033;GARCIA, TEODORO;1802;1900;1801;1899;ESTECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4406,-34.5639],[-58.44127,-34.56461]]]}"
2467;19028;LARRALDE, CRISOLOGO AV.;5502;5600;5501;5599;REPUBLIQUETAS;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.49799,-34.56421],[-58.49905,-34.56472]]]}"
2474;20116;STORNI ALFONSINA;3752;3800;3751;3799;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50291,-34.56475],[-58.50302,-34.56423]]]}"
2524;17155;GOYENECHE, ROBERTO PARQUE AV.;3002;3100;3001;3099;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose ""Parque Roberto Goyeneche Av.""";Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48129,-34.5651],[-58.482,-34.56416]]]}"
2643;8018;HOLMBERG;2802;2900;2801;2899;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47976,-34.56608],[-58.4806,-34.56514]]]}"
2684;20116;STORNI ALFONSINA;3602;3650;3601;3649;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50256,-34.56642],[-58.50269,-34.56579]]]}"
2702;7033;GARCIA, TEODORO;2002;2100;2001;2099;ESTECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44235,-34.56584],[-58.44305,-34.56663]]]}"
2721;6025;FIGUEROA ALCORTA, PRES. AV.;5102;5200;0;0;CENTENARIO, Av.;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41796,-34.56674],[-58.4184,-34.56651],[-58.41849,-34.56646],[-58.41855,-34.56644],[-58.4186,-34.5664],[-58.41865,-34.56638],[-58.4187,-34.56634],[-58.4188,-34.56627],[-58.41885,-34.56623],[-58.41892,-34.56619],[-58.41896,-34.56615],[-58.419,-34.56612],[-58.41907,-34.56607],[-58.41918,-34.56599],[-58.41923,-34.56595],[-58.41928,-34.56591],[-58.41935,-34.56585],[-58.41945,-34.56578],[-58.4195,-34.56574],[-58.41955,-34.5657],[-58.41961,-34.56566],[-58.41969,-34.5656],[-58.41983,-34.56553]]]}"
2759;8018;HOLMBERG;2702;2800;2701;2799;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47892,-34.56702],[-58.47976,-34.56608]]]}"
2814;7033;GARCIA, TEODORO;2102;2200;2101;2199;ESTECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44305,-34.56663],[-58.44374,-34.56742]]]}"
2843;3115;CERETTI;3502;3600;3501;3599;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50152,-34.56767],[-58.50162,-34.56755],[-58.50256,-34.56642]]]}"
2890;8018;HOLMBERG;2632;2700;2631;2699;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47836,-34.56766],[-58.47892,-34.56702]]]}"
2907;6025;FIGUEROA ALCORTA, PRES. AV.;5052;5100;0;0;CENTENARIO, Av.;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41673,-34.56811],[-58.41681,-34.56803],[-58.41684,-34.568],[-58.41688,-34.56795],[-58.41692,-34.5679],[-58.41696,-34.56781],[-58.41697,-34.56776],[-58.41699,-34.56771],[-58.417,-34.56765],[-58.41702,-34.56757],[-58.41703,-34.56749],[-58.41705,-34.5674],[-58.41708,-34.56734],[-58.4171,-34.56729],[-58.41712,-34.56725],[-58.41719,-34.56717],[-58.41723,-34.56713],[-58.41727,-34.56709],[-58.41734,-34.56705],[-58.41738,-34.56702],[-58.41743,-34.56699],[-58.41751,-34.56695],[-58.4176,-34.5669],[-58.41765,-34.56688],[-58.41775,-34.56683],[-58.41796,-34.56674]]]}"
3000;20127;SUPERI;2002;2100;2001;2099;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46574,-34.5688],[-58.46655,-34.56787]]]}"
